MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47,is_snell,d18Ocarb_vsmow,d18Ocarb_se_vsmow,d18Ocarb_source,d18Ocarb_missing_flag,T_recon_C,T_recon_se_C,T_recon_source,d18Ocarb_se_used_vsmow,d18Ow_mean_vsmow,d18Ow_median_vsmow,d18Ow_sd_vsmow,d18Ow_lower95_vsmow,d18Ow_upper95_vsmow,D17Ocarb_se_used_permeg,d17Ocarb_se_used,d18Ocarb_se_used,D17Orsw_mean_permeg,D17Orsw_median_permeg,D17Orsw_sd_permeg,D17Orsw_lower95_permeg,D17Orsw_upper95_permeg
PB-00-03-16,10.992328719,1.6861699148172216,1.1923021810000003,2,20.988190685,3.1679278216524853,2.240063245,2,-89.435965165,13.504024892784706,9.548787575000006,2,2,1507.4,13.504024892784706,9.548787575000006,18.71562364700001,11.052966343559234,21.20999177584548,3,32.3,2.487971060924945,1.4364307617610157,29.6,34.5,4.899999999999999,-14.551922356666667,-7.7163561959999996,22.965054070419683,Session 2,"4865, 4866, 4868",primary,PB-00-03-16,-14.65522362,-7.830779304,0.118200551,22.84709299992032,0.567372939,0.003250028,34.4,3.6,-3.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.275,0.10307764064044166,4,-8.225,0.12499999999999996,4,22.440683,0.12886500000000023,4,55.917191082802546,33.79540665944491,1.88242447231941,30.105854693698863,37.48495862519095,33.11703331238215,1.12274916252965,2,"CU, IPL",33.83901110412738,TRUE,FALSE,22.440683,0.12886500000000023,Bowen,NA,32.3,1.4364307617610157,IPL measured T47,0.12886500000000023,-4.404510477061448,-4.402998416570199,0.30513822678645947,-5.00288950758586,-3.803204859057786,12,1.1923021810000003,2.240063245,-23.45409092746624,-23.828810654467958,1662.5950274694494,-3303.6488828841193,3180.891918103269
PB-00-01-07,12.20572394,0.7039379104309306,0.4977592699999995,2,23.314617445,1.3251327662671626,0.9370103649999988,2,-104.3940687,4.2678042132986596,3.017793300000001,2,2,1508.7,12,8.48528137423857,16.631151493507595,12.280517783010314,23.58852770033293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-01-07,-14.63455875,-7.784336778,0.067027511,22.894971528824243,0.570113875,0.004544077,33.4,3.8,-3.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.1493039405597408,4,-8,0.05773502691896237,4,22.67264,0.059520193951297,4,55.91371337579618,34.79304998072647,1.88242447231941,31.103498014980428,38.48260194647251,33.4,1.9,1,CU,35.1,TRUE,FALSE,22.67264,0.059520193951297,Bowen,NA,34.79304998072647,1.88242447231941,modeled/interpolated T,0.059520193951297,-3.7061920183889976,-3.70791970604023,0.3644713801363317,-4.4319618566318555,-2.9900704363560893,12,0.4977592699999995,0.9370103649999988,-35.11116753252832,-29.986978387504912,686.1837530815665,-1383.680104630229,1308.0930683469128
PB-00-01-09D,11.14017165,0.8143457428645134,0.4071728714322567,4,21.2861505775,1.538395325459076,0.7691976627295379,4,-91.249083335,10.905816643322291,5.4529083216611465,4,4,1511.7,12,6,11.76,11.2024544276057,21.514316731278793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6,0.09128709291752768,4,-8.4,0.08164965809277268,4,22.260272,0.08417426552100128,4,55.90568789808917,36.30347260018562,2.080064101576359,32.226546961095956,40.38039823927529,NA,NA,0,NA,NA,FALSE,FALSE,22.260272,0.08417426552100128,Bowen,NA,36.30347260018562,2.080064101576359,modeled/interpolated T,0.08417426552100128,-3.826870055448339,-3.828766589666031,0.40126173106840385,-4.613725620832335,-3.035499631969876,12,0.4071728714322567,0.7691976627295379,-28.01110552272775,-29.119344035153148,564.5685783758846,-1121.0412418197825,1078.162143139581
PK95-SC-27,11.68252691,0.4987957963126243,0.3527018900000005,2,22.31365392,0.9330112898831764,0.6597386100000016,2,-99.082359335,6.165831358149262,4.359901165000003,2,2,1525,12,8.48528137423857,16.631151493507595,11.751034146790571,22.564465529439698,7,42.51428571428571,7.719980261509432,2.9178782711830484,36.4,58.3,21.9,-10.19569898342857,-9.943213275142858,20.669342570389727,"Session 1, Session 2","4696, 4743, 4777, 4890, 4891, 4892, 4945",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87067441860465,38.28243823674797,2.5563002957035503,33.27208965716901,43.29278681632693,42.51428571428571,2.9178782711830484,1,IPL,37.238095238095234,TRUE,FALSE,20.669342570389727,NA,IPL_NuDog,NA,42.51428571428571,2.9178782711830484,IPL measured T47,0.15,-4.231401294633696,-4.232145570394891,0.5472229268878461,-5.308560179183922,-3.156597883969207,12,0.3527018900000005,0.6597386100000016,-21.387294818786106,-29.247437933673904,487.46130759212065,-969.2329453963265,929.1435534432977
PB-00-02-07D,11.212732807,1.3169128202108826,0.6584564101054413,4,21.424596745,2.4802719980519985,1.2401359990259992,4,-99.3722737375,13.518694957630467,6.759347478815234,4,4,1526.3,13.518694957630467,6.759347478815234,13.248321058477858,11.27583110977648,21.655751263785383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-07D,-14.0358954,-7.531194091,0.032992648,23.15594138770628,0.572796876,0.006240161,32.4,4.4,-3.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.04787135538781673,4,-8.725,0.0478713553878172,4,21.925223,0.04935153769640829,4,55.8675,37.65054522093273,2.429636393609976,32.88845788945717,42.41263255240828,32.4,2.2,1,CU,39.1047619047619,TRUE,FALSE,21.925223,0.04935153769640829,Bowen,NA,37.65054522093273,2.429636393609976,modeled/interpolated T,0.04935153769640829,-3.896014688733381,-3.893577004509666,0.4564584662893319,-4.809567083434695,-3.0030679868606143,12,0.6584564101054413,1.2401359990259992,-4.171376688175934,-17.82384322329922,900.7911898615554,-1726.7366444605466,1778.872504739762
PB-00-02-09L,10.61573557,NA,NA,1,20.33319601,NA,NA,1,-120.1919232,NA,NA,1,1,1530.5,12,12,23.52,10.67228240913809,20.54132368010242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-09L,-12.84085808,-7.8678138,0.072516375,22.808913397304003,0.58734529,0.004809248,27.2,3.6,-5.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.32,0.2154065922853801,5,-9.3,0.3987480407475376,5,21.332444,0.4110773301674516,5,55.85724418604651,32.59107434504458,2.035958857640964,28.600594984068294,36.58155370602087,27.200000000000003,1.8,1,CU,31.566666666666663,TRUE,FALSE,21.332444,0.4110773301674516,Bowen,NA,32.59107434504458,2.035958857640964,modeled/interpolated T,0.4110773301674516,-5.433755087773402,-5.4285965919546015,0.5635173552389606,-6.555191746680092,-4.351511905866179,12,0.15,0.15,-38.511936672626774,-40.30753170759694,169.6651326308501,-374.9204484200763,297.33150592506195
PB-00-02-19,9.680259201,0.2932345503066224,0.2073481390000005,2,18.514274895,0.5739271292505634,0.4058277650000015,2,-95.27794226,9.798973683116223,6.9289207400000015,2,2,1545.1,12,8.48528137423857,16.631151493507595,9.727264462036755,18.68672671184712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-19,-9.363531532,-8.39028023,0.02982413,22.2702923052884,0.59349061,0.009264559,25.1,5,-6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,0.14719601443879762,4,-9.05,0.1755942292142125,4,21.590174,0.18102360278151608,4,55.82063414634146,28.82879304686118,2.1482850066987615,24.618154433731608,33.039431659990754,25.1,2.5,1,CU,28,TRUE,FALSE,21.590174,0.18102360278151608,Bowen,NA,28.82879304686118,2.1482850066987615,modeled/interpolated T,0.18102360278151608,-5.910273353972996,-5.910883686037323,0.4629590908121018,-6.8238585950442054,-5.0143421017385155,12,0.2073481390000005,0.4058277650000015,-15.622053555788657,-16.500853386963055,293.6846765985693,-588.9250843453689,570.3575245298393
PB-00-04-11,11.428147735,0.04420057314052838,0.03125452499999959,2,21.85241024,0.08108738527975291,0.05733743999999951,2,-109.92487225,1.3864301348587529,0.9803541500000036,2,2,1568.2,12,8.48528137423857,16.631151493507595,11.493698485223192,22.092922888713005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.025,0.08539125638299636,4,-8.325,0.249582985531199,4,22.337591,0.2573000914438241,4,55.75929166666667,38.38836155745306,6.541785272369896,25.566462423608066,51.21026069129806,NA,NA,0,NA,NA,FALSE,FALSE,22.337591,0.2573000914438241,Bowen,NA,38.38836155745306,6.541785272369896,modeled/interpolated T,0.2573000914438241,-3.390605320504234,-3.357125825050048,1.230872115808706,-5.885658706530509,-1.073818107387965,12,0.03125452499999959,0.05733743999999951,-33.04650955006894,-33.449941475280355,43.207241755292316,-118.02499714754406,53.036380186520574
PB-00-04-16,9.5085905105,0.10981246194485948,0.07764913649999983,2,18.222909975,0.22407209097065667,0.15844289500000028,2,-113.1059556,8.497601437108537,6.008711599999998,2,2,1594.2,12,8.48528137423857,16.631151493507595,9.553940782334625,18.38996037096363,3,20.166666666666668,3.592121007612818,2.0739120307069703,16.3,23.4,7.099999999999998,-9.271010862333334,-8.325059053666667,22.33753012039396,Session 2,"4870, 4872, 4873",primary,PB-00-04-16,-9.20531781,-8.692327342,0.066496403,21.95890589658536,0.61687479,0.005674388,17.5,3.4,-7.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.85,0.28722813232690175,4,-8.4,0.0707106781186545,4,22.260272,0.07289705228608369,4,55.67890909090909,22.96997317204833,1.3901075655026036,20.245362343663228,25.694584000433434,18.571693448702103,1.314744167117351,2,"CU, IPL",22.78097002197093,TRUE,FALSE,22.260272,0.07289705228608369,Bowen,NA,20.166666666666668,2.0739120307069703,IPL measured T47,0.07289705228608369,-7.00611945916159,-7.001078505559178,0.4397147467625141,-7.880583536803155,-6.1572653166537865,12,0.07764913649999983,0.15844289500000028,-27.189182684076606,-25.412750930202233,111.96766177085622,-247.65906844180356,189.11280420570893
PK95-SC-43,11.09871997,NA,NA,1,21.21928085,NA,NA,1,-89.92761436,NA,NA,1,1,1600,12,12,23.52,11.160539255782751,21.446010631112287,3,25.7,3.2186953878862155,1.8583146486355135,22.1,28.3,6.199999999999999,-8.031401562000001,-8.517962812,22.13866177785296,Session 2,"4875, 4876, 4877",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.49,NA,1,-8.9,NA,1,21.73,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.66289189189189,26.895911606392932,1.3901075655026036,24.17130077800783,29.620522434778035,25.7,1.8583146486355135,1,IPL,27.057231149567368,TRUE,FALSE,21.73,NA,Koch,NA,25.7,1.8583146486355135,IPL measured T47,0.15,-6.395283407401332,-6.396135179654493,0.39937732595959446,-7.17635498854845,-5.62706436043028,12,0.15,0.15,-19.739695212727945,-20.2955762382655,167.25395648946358,-341.78076369517487,313.9149146213354
PK95-SC-161,11.245775765,0.19499444591470372,0.13788189500000048,2,21.512552715000002,0.3600450621797012,0.25459030499999885,2,-97.71937138,4.890652320144644,3.45821342,2,2,1665,12,8.48528137423857,16.631151493507595,11.30924720667048,21.745615938403073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.95,0.3999999999999994,2,-8.225,0.4250000000000002,2,22.43,0.4400000000000012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.46666666666667,33.841456628064705,2.3946700074215745,29.14790341351842,38.53500984261099,NA,NA,0,NA,NA,FALSE,FALSE,22.43,0.4400000000000012,Koch,NA,33.841456628064705,2.3946700074215745,modeled/interpolated T,0.4400000000000012,-4.125203265621293,-4.121802828493287,0.6250455480150812,-5.3584075362783326,-2.904622428824655,12,0.13788189500000048,0.25459030499999885,-35.06744316406117,-33.770353427752475,190.8964262281398,-412.8983558694541,338.5881715188699
PK95-SC-54,11.44426933,0.03233890638359969,0.02286706000000027,2,21.868869085,0.03340507491720229,0.02362095499999838,2,-87.36084816,14.70103084368181,10.3951986,2,2,1700,14.70103084368181,10.3951986,20.374589255999997,11.510005508422516,22.109745496146303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.305,0.07500000000000018,2,-9.085,0.14500000000000046,2,21.54,0.15000000000000036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.373333333333335,32.7383524035492,1.785362552661068,29.239041800333503,36.23766300676489,NA,NA,0,NA,NA,FALSE,FALSE,21.54,0.15000000000000036,Koch,NA,32.7383524035492,1.785362552661068,modeled/interpolated T,0.15000000000000036,-5.20558248736957,-5.208768406595766,0.36912072081629255,-5.93425745180024,-4.471001496199008,12,0.02286706000000027,0.02362095499999838,-22.753228796824196,-22.42725620442232,25.97791839965788,-74.94114229067598,28.0202895206031
PK95-SC-160,10.737129346666666,0.308266974048794,0.1779780204493426,3,20.573598646666667,0.5731679709190142,0.33091868230096444,3,-110.59804238666666,15.087429891437347,8.71073170920096,3,3,1720,15.087429891437347,8.71073170920096,17.07303415003388,10.794979181633746,20.786693997796313,3,41.7,3.2449961479175893,1.873499399519519,39,45.3,6.299999999999997,-8.907601335333334,-8.721958138333333,21.928358916029403,Session 2,"4939, 4949, 4951",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.09,NA,1,-8.06,NA,1,22.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.32,33.348501861198635,1.785362552661068,29.84919125798294,36.847812464414325,41.7,1.873499399519519,1,IPL,33.34166666666667,TRUE,FALSE,22.6,NA,Koch,NA,41.7,1.873499399519519,IPL measured T47,0.15,-2.4972543270208285,-2.4916108144311124,0.36383741703437184,-3.2041177307593784,-1.7970253448049731,12,0.1779780204493426,0.33091868230096444,-50.40374757837865,-51.73000571746189,243.65102371760224,-530.0213419084279,429.48852302667296
PK95-SC-133,9.31633,NA,NA,1,17.7242,NA,NA,1,-212,NA,NA,1,1,1750,12,12,23.52,9.359862083735182,17.882205760954896,4,21.425,2.411603892295195,1.2058019461475975,18,23.5,5.5,-9.422324576,-8.3506164585,22.311182480603183,Session 2,"4893, 4895, 4934, 4958",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.953333333333333,0.10170764201594902,3,-8.72,0.06557438524302014,3,21.92,0.06557438524302014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.24,31.253449276165885,1.785362552661068,27.75413867295019,34.75275987938158,21.425,1.2058019461475975,1,IPL,31.288333333333338,TRUE,FALSE,21.92,0.06557438524302014,Koch,NA,21.425,1.2058019461475975,IPL measured T47,0.06557438524302014,-7.079383553248669,-7.0782933964348445,0.2586367912573716,-7.583336033715613,-6.5723644306934,12,0.15,0.15,42.88730170613786,43.61602747394811,169.39086446726304,-291.54706913601495,374.0521323350367
PK95-SC-31,10.140051942,0.3277936715739842,0.23178512800000023,2,19.4510392,0.5908886622454419,0.41782137999999946,2,-114.9640562,15.804459662014922,11.175440600000002,2,2,1760,15.804459662014922,11.175440600000002,21.903863576000003,10.191636477886012,19.64144317774541,5,30.74,4.795101667326774,2.1444346574330497,24.7,35.7,11.000000000000004,-9.1256214002,-8.418788517,22.24090254205436,Session 2,"4940, 4954, 4975, 4977, 4978",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.98,0.05999999999999961,2,-8.815000000000001,0.00499999999999989,2,21.825,0.004999999999999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.21333333333333,26.35194274025718,1.785362552661068,22.85263213704149,29.851253343472873,30.74,2.1444346574330497,1,IPL,26.321666666666665,TRUE,FALSE,21.825,0.004999999999999,Koch,NA,30.74,2.1444346574330497,IPL measured T47,0.004999999999999,-5.30852493266392,-5.30578229169555,0.4157289302662249,-6.1350607308203875,-4.511363585294981,12,0.23178512800000023,0.41782137999999946,-43.75789504383598,-45.484029818846366,314.94596387464713,-662.5527112984146,568.1852359091948
